* Measurement data measured by REW V5.20.9
* Source: Input device not selected, no input selected, R, volume: no control
* Format: 128k Log Swept Sine, 4 sweeps at -12.0 dBFS with no timing reference
* Dated: Sep 26, 2022 12:45:57 AM
* REW Settings:
6600.000000 91.437 -40.0607
6700.000000 91.790 -40.4914
6800.000000 92.078 -41.7848
6900.000000 92.253 -43.7821
7000.000000 92.283 -46.1814
7100.000000 92.157 -48.6017
7200.000000 91.889 -50.7016
7300.000000 91.502 -52.2302
7400.000000 91.030 -53.0208
7500.000000 90.508 -52.9919
7620.000000 89.866 -51.9054
7750.000000 89.200 -49.5833
7880.000000 88.607 -46.2725
8000.000000 88.150 -42.5377
8120.000000 87.794 -38.3545
8250.000000 87.530 -33.5449
8380.000000 87.385 -28.6515
8500.000000 87.347 -24.1805
8620.000000 87.393 -19.8261
8750.000000 87.535 -15.3079
8850.000000 87.710 -12.0203
9000.000000 88.089 -7.5634
9120.000000 88.486 -4.6321
9250.000000 88.987 -2.3138
9380.000000 89.534 -1.1100
9500.000000 90.039 -1.2092
9620.000000 90.479 -2.6493
9750.000000 90.786 -5.6768
9880.000000 90.822 -9.6895
10000.000000 90.583 -13.4918
10150.000000 89.954 -17.3203
10300.000000 89.061 -19.3832
10440.000000 88.101 -19.5093
10600.000000 86.967 -17.6702
10750.000000 85.949 -14.3303
10900.000000 85.019 -9.7341
11060.000000 84.154 -3.6802
11200.000000 83.535 2.4598
11380.000000 82.996 11.1467
11500.000000 82.832 16.9831
11720.000000 82.847 26.4324
11800.000000 82.893 29.3646
12060.000000 83.059 38.1062
12200.000000 83.207 42.6081
12410.000000 83.553 48.7567
12500.000000 83.741 51.0397
12650.000000 84.082 54.2458
12800.000000 84.425 56.6551
13150.000000 85.040 59.7026
13200.000000 85.096 59.9472
13400.000000 85.238 60.7581
13600.000000 85.268 61.5641
13800.000000 85.215 62.6259
14000.000000 85.122 64.1631
14300.000000 85.041 67.3476
14500.000000 85.084 69.7607
14750.000000 85.279 72.7134
15000.000000 85.642 75.2609
15250.000000 86.177 77.0894
15500.000000 86.878 77.8832
15750.000000 87.728 77.4436
16000.000000 88.774 75.8957
16250.000000 90.203 72.8485
16500.000000 92.052 66.1568
16750.000000 93.966 53.0755
17000.000000 95.416 32.4123
17250.000000 95.988 5.6974
17500.000000 95.508 -23.2971
17750.000000 94.047 -50.5470
18000.000000 91.855 -73.6718
18250.000000 89.272 -92.3951
18500.000000 86.623 -107.9094
18750.000000 84.138 -121.9850
19000.000000 81.892 -136.3069
19250.000000 79.815 -152.0189
19500.000000 77.764 -169.2408
19750.000000 75.715 174.1455
