Freq dB Phase
47.241211 77.291 -167.2190
47.607422 77.288 -167.5354
47.973633 77.283 -167.8633
48.339844 77.274 -168.1853
48.706055 77.265 -168.4893
49.072266 77.256 -168.7790
49.438477 77.250 -169.0716
49.804688 77.244 -169.3826
50.170898 77.235 -169.7115
50.537109 77.222 -170.0398
50.903320 77.205 -170.3432
51.269531 77.187 -170.6089
51.635742 77.173 -170.8448
52.001953 77.164 -171.0735
52.368164 77.158 -171.3162
52.734375 77.152 -171.5790
53.100586 77.145 -171.8511
53.466797 77.138 -172.1152
53.833008 77.126 -172.3607
54.199219 77.117 -172.5911
54.565430 77.110 -172.8214
54.931641 77.105 -173.0672
55.297852 77.099 -173.3335
55.664062 77.090 -173.6107
56.030273 77.076 -173.8796
56.396484 77.059 -174.1231
56.762695 77.043 -174.3385
57.128906 77.031 -174.5410
57.495117 77.023 -174.7566
57.861328 77.015 -175.0064
58.227539 77.004 -175.2919
58.593750 76.986 -175.5912
58.959961 76.959 -175.8673
59.326172 76.928 -176.0868
59.692383 76.900 -176.2389
60.058594 76.882 -176.3447
60.424805 76.874 -176.4508
60.791016 76.875 -176.6064
61.157227 76.878 -176.8349
61.523438 76.874 -177.1167
61.889648 76.860 -177.3980
62.255859 76.840 -177.6231
62.622070 76.823 -177.7763
62.988281 76.818 -177.8997
63.354492 76.824 -178.0689
63.720703 76.831 -178.3342
64.086914 76.825 -178.6728
64.453125 76.800 -178.9926
64.819336 76.762 -179.1923
65.185547 76.727 -179.2374
65.551758 76.713 -179.1944
65.917969 76.720 -179.1879
66.284180 76.737 -179.3080
66.650391 76.746 -179.5500
67.016602 76.738 -179.8332
67.382812 76.717 179.9231
67.749023 76.694 179.7363
68.115234 76.673 179.5651
68.481445 76.651 179.3715
68.847656 76.623 179.1746
69.213867 76.589 179.0306
69.580078 76.561 178.9550
69.946289 76.552 178.8667
70.312500 76.555 178.6309
70.678711 76.545 178.1873
71.044922 76.494 177.6483
71.411133 76.397 177.2698
71.777344 76.281 177.2950
72.143555 76.201 177.7548
72.509766 76.200 178.3802
72.875977 76.276 178.7560
73.242188 76.381 178.6180
73.608398 76.456 178.0184
73.974609 76.468 177.2489
74.340820 76.426 176.6335
74.707031 76.366 176.3383
75.073242 76.327 176.2985
75.439453 76.323 176.3060
75.805664 76.338 176.1887
76.171875 76.349 175.9259
76.538086 76.339 175.6236
76.904297 76.313 175.4029
77.270508 76.286 175.3069
77.636719 76.270 175.2862
78.002930 76.266 175.2570
78.369141 76.267 175.1695
78.735352 76.264 175.0305
79.101562 76.253 174.8779
79.467773 76.236 174.7426
79.833984 76.217 174.6311
80.200195 76.198 174.5329
80.566406 76.179 174.4353
80.932617 76.161 174.3310
81.298828 76.141 174.2183
81.665039 76.120 174.1011
82.031250 76.096 173.9898
82.397461 76.071 173.8985
82.763672 76.048 173.8339
83.129883 76.030 173.7842
83.496094 76.020 173.7203
83.862305 76.014 173.6136
84.228516 76.006 173.4576
84.594727 75.993 173.2751
84.960938 75.973 173.1039
85.327148 75.949 172.9730
85.693359 75.926 172.8877
86.059570 75.908 172.8332
86.425781 75.894 172.7899
86.791992 75.884 172.7455
87.158203 75.877 172.6943
87.524414 75.871 172.6306
87.890625 75.867 172.5477
88.256836 75.861 172.4442
88.623047 75.851 172.3311
88.989258 75.838 172.2275
89.355469 75.823 172.1467
89.721680 75.810 172.0838
90.087891 75.799 172.0186
90.454102 75.790 171.9328
90.820312 75.778 171.8273
91.186523 75.762 171.7227
91.552734 75.743 171.6426
91.918945 75.727 171.5914
92.285156 75.715 171.5486
92.651367 75.708 171.4839
93.017578 75.700 171.3820
93.383789 75.689 171.2562
93.750000 75.671 171.1397
94.116211 75.650 171.0616
94.482422 75.632 171.0267
94.848633 75.620 171.0131
95.214844 75.614 170.9897
95.581055 75.611 170.9376
95.947266 75.607 170.8595
96.313477 75.601 170.7722
96.679688 75.594 170.6900
97.045898 75.586 170.6134
97.412109 75.581 170.5314
97.778320 75.575 170.4328
98.144531 75.567 170.3168
98.510742 75.554 170.1953
98.876953 75.538 170.0853
99.243164 75.520 169.9988
99.609375 75.502 169.9366
99.975586 75.486 169.8904
100.341797 75.473 169.8478
100.708008 75.463 169.7991
101.074219 75.454 169.7388
101.440430 75.445 169.6655
101.806641 75.437 169.5798
102.172852 75.427 169.4843
102.539062 75.417 169.3827
102.905273 75.405 169.2802
103.271484 75.392 169.1808
103.637695 75.379 169.0858
104.003906 75.366 168.9934
104.370117 75.353 168.9007
104.736328 75.340 168.8068
105.102539 75.326 168.7146
105.468750 75.312 168.6295
105.834961 75.297 168.5550
106.201172 75.284 168.4885
106.567383 75.273 168.4212
106.933594 75.263 168.3437
107.299805 75.252 168.2530
107.666016 75.238 168.1561
108.032227 75.222 168.0667
108.398438 75.205 167.9952
108.764648 75.189 167.9405
109.130859 75.176 167.8893
109.497070 75.164 167.8260
109.863281 75.152 167.7448
110.229492 75.137 167.6544
110.595703 75.118 167.5723
110.961914 75.098 167.5112
111.328125 75.080 167.4699
111.694336 75.063 167.4350
112.060547 75.049 167.3923
112.426758 75.035 167.3380
112.792969 75.019 167.2790
113.159180 75.001 167.2255
113.525391 74.984 167.1802
113.891602 74.968 167.1366
114.257812 74.952 167.0861
114.624023 74.936 167.0270
114.990234 74.917 166.9667
115.356445 74.896 166.9153
115.722656 74.875 166.8763
116.088867 74.855 166.8442
116.455078 74.835 166.8105
116.821289 74.815 166.7729
117.187500 74.793 166.7375
117.553711 74.770 166.7132
117.919922 74.746 166.7025
118.286133 74.724 166.6985
118.652344 74.703 166.6914
119.018555 74.680 166.6795
119.384766 74.655 166.6752
119.750977 74.627 166.6987
120.117188 74.599 166.7636
120.483398 74.577 166.8656
120.849609 74.562 166.9812
121.215820 74.553 167.0807
121.582031 74.547 167.1462
121.948242 74.540 167.1816
122.314453 74.529 167.2104
122.680664 74.515 167.2602
123.046875 74.502 167.3458
123.413086 74.493 167.4599
123.779297 74.491 167.5774
124.145508 74.494 167.6715
124.511719 74.499 167.7299
124.877930 74.503 167.7603
125.244141 74.503 167.7833
125.610352 74.503 167.8160
125.976562 74.503 167.8606
126.342773 74.506 167.9040
126.708984 74.512 167.9299
127.075195 74.518 167.9317
127.441406 74.521 167.9165
127.807617 74.523 167.8981
128.173828 74.524 167.8856
128.540039 74.525 167.8773
128.906250 74.528 167.8656
129.272461 74.531 167.8459
129.638672 74.534 167.8204
130.004883 74.538 167.7934
130.371094 74.543 167.7625
130.737305 74.551 167.7159
131.103516 74.559 167.6403
131.469727 74.565 167.5334
131.835938 74.566 167.4109
132.202148 74.561 167.2994
132.568359 74.553 167.2208
132.934570 74.546 167.1786
133.300781 74.544 167.1565
133.666992 74.547 167.1290
134.033203 74.553 167.0758
134.399414 74.559 166.9908
134.765625 74.562 166.8801
135.131836 74.562 166.7555
135.498047 74.557 166.6294
135.864258 74.548 166.5125
136.230469 74.537 166.4134
136.596680 74.524 166.3372
136.962891 74.512 166.2829
137.329102 74.502 166.2432
137.695312 74.494 166.2066
138.061523 74.488 166.1628
138.427734 74.483 166.1057
138.793945 74.478 166.0343
139.160156 74.471 165.9520
139.526367 74.462 165.8653
139.892578 74.451 165.7831
140.258789 74.438 165.7135
140.625000 74.426 165.6578
140.991211 74.416 165.6085
141.357422 74.407 165.5517
141.723633 74.398 165.4786
142.089844 74.387 165.3951
142.456055 74.371 165.3207
142.822266 74.354 165.2756
143.188477 74.340 165.2627
143.554688 74.331 165.2607
143.920898 74.327 165.2368
144.287109 74.324 165.1704
144.653320 74.317 165.0697
145.019531 74.303 164.9677
145.385742 74.284 164.8985
145.751953 74.265 164.8738
146.118164 74.251 164.8754
146.484375 74.242 164.8710
146.850586 74.235 164.8390
147.216797 74.227 164.7824
147.583008 74.215 164.7224
147.949219 74.200 164.6791
148.315430 74.186 164.6559
148.681641 74.175 164.6401
149.047852 74.165 164.6156
149.414062 74.155 164.5776
149.780273 74.144 164.5346
150.146484 74.131 164.4996
150.512695 74.118 164.4777
150.878906 74.107 164.4619
151.245117 74.097 164.4397
151.611328 74.088 164.4034
151.977539 74.077 164.3570
152.343750 74.063 164.3139
152.709961 74.047 164.2875
153.076172 74.033 164.2823
153.442383 74.021 164.2906
153.808594 74.012 164.2966
154.174805 74.006 164.2850
154.541016 74.000 164.2498
154.907227 73.992 164.1978
155.273438 73.980 164.1452
155.639648 73.965 164.1091
156.005859 73.950 164.0977
156.372070 73.937 164.1055
156.738281 73.928 164.1161
157.104492 73.921 164.1125
157.470703 73.914 164.0872
157.836914 73.906 164.0465
158.203125 73.894 164.0056
158.569336 73.879 163.9788
158.935547 73.865 163.9704
159.301758 73.853 163.9740
159.667969 73.842 163.9775
160.034180 73.833 163.9722
160.400391 73.824 163.9562
160.766602 73.814 163.9338
161.132812 73.803 163.9102
161.499023 73.791 163.8878
161.865234 73.779 163.8669
162.231445 73.768 163.8477
162.597656 73.756 163.8318
162.963867 73.745 163.8199
163.330078 73.735 163.8087
163.696289 73.727 163.7905
164.062500 73.719 163.7580
164.428711 73.710 163.7121
164.794922 73.698 163.6639
165.161133 73.683 163.6296
165.527344 73.668 163.6194
165.893555 73.656 163.6287
166.259766 73.647 163.6401
166.625977 73.641 163.6353
166.992188 73.634 163.6091
167.358398 73.624 163.5736
167.724609 73.612 163.5491
168.090820 73.598 163.5479
168.457031 73.586 163.5646
168.823242 73.576 163.5818
169.189453 73.568 163.5859
169.555664 73.558 163.5808
169.921875 73.546 163.5851
170.288086 73.534 163.6150
170.654297 73.526 163.6650
171.020508 73.524 163.7064
171.386719 73.525 163.7054
171.752930 73.523 163.6512
172.119141 73.513 163.5699
172.485352 73.491 163.5133
172.851562 73.465 163.5280
173.217773 73.440 163.6266
173.583984 73.427 163.7785
173.950195 73.426 163.9288
174.316406 73.434 164.0292
174.682617 73.445 164.0604
175.048828 73.452 164.0333
175.415039 73.452 163.9756
175.781250 73.445 163.9158
176.147461 73.432 163.8762
176.513672 73.416 163.8718
176.879883 73.401 163.9075
177.246094 73.390 163.9738
177.612305 73.386 164.0429
177.978516 73.388 164.0779
178.344727 73.393 164.0510
178.710938 73.394 163.9628
179.077148 73.385 163.8445
179.443359 73.367 163.7427
179.809570 73.343 163.6916
180.175781 73.322 163.6946
180.541992 73.308 163.7236
180.908203 73.301 163.7385
181.274414 73.298 163.7109
181.640625 73.294 163.6374
182.006836 73.285 163.5374
182.373047 73.269 163.4400
182.739258 73.248 163.3718
183.105469 73.225 163.3496
183.471680 73.203 163.3788
183.837891 73.186 163.4537
184.204102 73.176 163.5589
184.570312 73.175 163.6714
184.936523 73.182 163.7656
185.302734 73.194 163.8198
185.668945 73.209 163.8213
186.035156 73.221 163.7700
186.401367 73.227 163.6791
186.767578 73.224 163.5723
187.133789 73.213 163.4779
187.500000 73.195 163.4186
187.866211 73.175 163.4030
188.232422 73.156 163.4233
188.598633 73.139 163.4622
188.964844 73.124 163.5049
189.331055 73.109 163.5477
189.697266 73.096 163.5948
190.063477 73.083 163.6487
190.429688 73.074 163.7021
190.795898 73.067 163.7414
191.162109 73.062 163.7573
191.528320 73.056 163.7524
191.894531 73.049 163.7371
192.260742 73.042 163.7170
192.626953 73.035 163.6857
192.993164 73.029 163.6329
193.359375 73.018 163.5615
193.725586 73.001 163.4974
194.091797 72.979 163.4780
194.458008 72.958 163.5240
194.824219 72.946 163.6167
195.190430 72.945 163.7035
195.556641 72.952 163.7316
195.922852 72.956 163.6865
196.289062 72.950 163.6039
196.655273 72.933 163.5461
197.021484 72.909 163.5607
197.387695 72.890 163.6505
197.753906 72.880 163.7761
198.120117 72.879 163.8849
198.486328 72.882 163.9459
198.852539 72.883 163.9622
199.218750 72.879 163.9595
199.584961 72.871 163.9631
199.951172 72.861 163.9825
200.317383 72.852 164.0117
200.683594 72.843 164.0404
201.049805 72.834 164.0653
201.416016 72.823 164.0930
201.782227 72.812 164.1345
202.148438 72.802 164.1948
202.514648 72.796 164.2655
202.880859 72.795 164.3250
203.247070 72.798 164.3488
203.613281 72.799 164.3252
203.979492 72.795 164.2669
204.345703 72.781 164.2099
204.711914 72.760 164.1965
205.078125 72.738 164.2516
205.444336 72.723 164.3659
205.810547 72.718 164.4995
206.176758 72.722 164.6045
206.542969 72.731 164.6518
206.909180 72.738 164.6439
207.275391 72.740 164.6061
207.641602 72.736 164.5669
208.007812 72.728 164.5417
208.374023 72.720 164.5314
208.740234 72.712 164.5305
209.106445 72.703 164.5370
209.472656 72.694 164.5549
209.838867 72.686 164.5873
210.205078 72.680 164.6303
210.571289 72.679 164.6708
210.937500 72.680 164.6928
211.303711 72.683 164.6862
211.669922 72.683 164.6536
212.036133 72.679 164.6100
212.402344 72.671 164.5764
212.768555 72.660 164.5686
213.134766 72.651 164.5881
213.500977 72.645 164.6198
213.867188 72.644 164.6405
214.233398 72.642 164.6356
214.599609 72.637 164.6118
214.965820 72.628 164.5945
215.332031 72.616 164.6099
215.698242 72.608 164.6612
216.064453 72.607 164.7203
216.430664 72.612 164.7432
216.796875 72.618 164.7019
217.163086 72.617 164.6090
217.529297 72.605 164.5127
217.895508 72.584 164.4666
218.261719 72.563 164.4932
218.627930 72.550 164.5690
218.994141 72.546 164.6430
219.360352 72.548 164.6732
219.726562 72.549 164.6542
220.092773 72.544 164.6143
220.458984 72.535 164.5882
220.825195 72.524 164.5907
221.191406 72.515 164.6097
221.557617 72.509 164.6249
221.923828 72.501 164.6299
222.290039 72.491 164.6413
222.656250 72.479 164.6827
223.022461 72.470 164.7613
223.388672 72.468 164.8549
223.754883 72.473 164.9230
224.121094 72.482 164.9346
224.487305 72.486 164.8902
224.853516 72.483 164.8223
225.219727 72.471 164.7740
225.585938 72.456 164.7701
225.952148 72.445 164.8020
226.318359 72.438 164.8355
226.684570 72.435 164.8376
227.050781 72.430 164.8018
227.416992 72.417 164.7548
227.783203 72.399 164.7381
228.149414 72.380 164.7776
228.515625 72.367 164.8613
228.881836 72.365 164.9427
229.248047 72.370 164.9703
229.614258 72.375 164.9239
229.980469 72.370 164.8312
230.346680 72.354 164.7518
230.712891 72.332 164.7381
231.079102 72.313 164.8005
231.445312 72.304 164.8998
231.811523 72.305 164.9748
232.177734 72.310 164.9867
232.543945 72.310 164.9454
232.910156 72.300 164.8999
233.276367 72.284 164.9011
233.642578 72.269 164.9651
234.008789 72.262 165.0629
234.375000 72.264 165.1431
234.741211 72.269 165.1702
235.107422 72.270 165.1472
235.473633 72.263 165.1097
235.839844 72.249 165.0972
236.206055 72.234 165.1277
236.572266 72.221 165.1909
236.938477 72.211 165.2634
237.304688 72.205 165.3289
237.670898 72.199 165.3870
238.037109 72.194 165.4452
238.403320 72.191 165.5041
238.769531 72.190 165.5516
239.135742 72.192 165.5712
239.501953 72.191 165.5574
239.868164 72.186 165.5253
240.234375 72.175 165.5029
240.600586 72.162 165.5135
240.966797 72.149 165.5612
241.333008 72.141 165.6288
241.699219 72.138 165.6926
242.065430 72.137 165.7393
242.431641 72.135 165.7743
242.797852 72.132 165.8129
243.164062 72.130 165.8634
243.530273 72.132 165.9166
243.896484 72.138 165.9506
244.262695 72.144 165.9490
244.628906 72.146 165.9177
244.995117 72.141 165.8855
245.361328 72.131 165.8872
245.727539 72.122 165.9400
246.093750 72.118 166.0295
246.459961 72.123 166.1173
246.826172 72.135 166.1649
247.192383 72.146 166.1576
247.558594 72.153 166.1098
247.924805 72.153 166.0528
248.291016 72.148 166.0133
248.657227 72.141 166.0001
249.023438 72.135 166.0058
249.389648 72.130 166.0192
249.755859 72.126 166.0356
250.122070 72.121 166.0575
250.488281 72.118 166.0863
250.854492 72.117 166.1160
251.220703 72.118 166.1342
251.586914 72.119 166.1316
251.953125 72.118 166.1099
252.319336 72.114 166.0819
252.685547 72.107 166.0622
253.051758 72.098 166.0579
253.417969 72.091 166.0645
253.784180 72.085 166.0717
254.150391 72.079 166.0717
254.516602 72.073 166.0643
254.882812 72.066 166.0555
255.249023 72.057 166.0522
255.615234 72.048 166.0581
255.981445 72.040 166.0727
256.347656 72.033 166.0928
256.713867 72.028 166.1140
257.080078 72.025 166.1310
257.446289 72.023 166.1384
257.812500 72.022 166.1324
258.178711 72.020 166.1143
258.544922 72.016 166.0901
258.911133 72.011 166.0676
259.277344 72.005 166.0516
259.643555 71.999 166.0423
260.009766 71.993 166.0371
260.375977 71.986 166.0359
260.742188 71.979 166.0427
261.108398 71.972 166.0621
261.474609 71.966 166.0932
261.840820 71.963 166.1273
262.207031 71.962 166.1520
262.573242 71.961 166.1609
262.939453 71.958 166.1592
263.305664 71.953 166.1613
263.671875 71.946 166.1789
264.038086 71.942 166.2111
264.404297 71.941 166.2426
264.770508 71.943 166.2534
265.136719 71.944 166.2333
265.502930 71.942 166.1899
265.869141 71.934 166.1453
266.235352 71.923 166.1224
266.601562 71.910 166.1317
266.967773 71.901 166.1661
267.333984 71.895 166.2066
267.700195 71.893 166.2335
268.066406 71.892 166.2371
268.432617 71.890 166.2211
268.798828 71.884 166.1987
269.165039 71.875 166.1856
269.531250 71.865 166.1922
269.897461 71.856 166.2191
270.263672 71.850 166.2574
270.629883 71.847 166.2930
270.996094 71.845 166.3149
271.362305 71.843 166.3210
271.728516 71.839 166.3188
272.094727 71.832 166.3207
272.460938 71.825 166.3353
272.827148 71.818 166.3619
273.193359 71.813 166.3917
273.559570 71.810 166.4156
273.925781 71.806 166.4308
274.291992 71.801 166.4427
274.658203 71.794 166.4594
275.024414 71.789 166.4833
275.390625 71.784 166.5094
275.756836 71.781 166.5282
276.123047 71.778 166.5349
276.489258 71.773 166.5339
276.855469 71.766 166.5364
277.221680 71.758 166.5527
277.587891 71.751 166.5844
277.954102 71.746 166.6235
278.320312 71.744 166.6583
278.686523 71.743 166.6798
279.052734 71.743 166.6864
279.418945 71.741 166.6824
279.785156 71.738 166.6737
280.151367 71.734 166.6651
280.517578 71.728 166.6595
280.883789 71.722 166.6596
281.250000 71.715 166.6671
281.616211 71.709 166.6828
281.982422 71.703 166.7045
282.348633 71.698 166.7281
282.714844 71.694 166.7494
283.081055 71.691 166.7667
283.447266 71.687 166.7810
283.813477 71.682 166.7951
284.179688 71.678 166.8110
284.545898 71.673 166.8293
284.912109 71.668 166.8494
285.278320 71.664 166.8700
285.644531 71.660 166.8899
286.010742 71.656 166.9078
286.376953 71.652 166.9224
286.743164 71.647 166.9338
287.109375 71.642 166.9441
287.475586 71.636 166.9575
287.841797 71.629 166.9779
288.208008 71.624 167.0064
288.574219 71.619 167.0392
288.940430 71.616 167.0689
289.306641 71.615 167.0882
289.672852 71.613 167.0941
290.039062 71.610 167.0901
290.405273 71.605 167.0851
290.771484 71.598 167.0889
291.137695 71.591 167.1076
291.503906 71.585 167.1397
291.870117 71.582 167.1764
292.236328 71.581 167.2052
292.602539 71.582 167.2164
292.968750 71.581 167.2087
293.334961 71.577 167.1908
293.701172 71.570 167.1783
294.067383 71.561 167.1860
294.433594 71.552 167.2194
294.799805 71.546 167.2711
295.166016 71.544 167.3232
295.532227 71.545 167.3575
295.898438 71.546 167.3655
296.264648 71.544 167.3546
296.630859 71.538 167.3433
296.997070 71.530 167.3495
297.363281 71.522 167.3783
297.729492 71.518 167.4174
298.095703 71.516 167.4449
298.461914 71.515 167.4457
298.828125 71.511 167.4242
299.194336 71.502 167.4041
299.560547 71.488 167.4142
299.926758 71.476 167.4683
300.292969 71.469 167.5528
300.659180 71.469 167.6342
301.025391 71.475 167.6795
301.391602 71.480 167.6774
301.757812 71.482 167.6445
302.124023 71.477 167.6120
302.490234 71.468 167.6046
302.856445 71.460 167.6263
303.222656 71.455 167.6623
303.588867 71.453 167.6941
303.955078 71.450 167.7142
304.321289 71.447 167.7297
304.687500 71.443 167.7520
305.053711 71.439 167.7846
305.419922 71.437 167.8193
305.786133 71.437 167.8432
306.152344 71.437 167.8505
306.518555 71.433 167.8483
306.884766 71.428 167.8511
307.250977 71.421 167.8686
307.617188 71.416 167.8982
307.983398 71.412 167.9279
308.349609 71.409 167.9468
308.715820 71.405 167.9547
309.082031 71.400 167.9617
309.448242 71.393 167.9801
309.814453 71.386 168.0130
310.180664 71.383 168.0513
310.546875 71.381 168.0802
310.913086 71.380 168.0903
311.279297 71.377 168.0855
311.645508 71.371 168.0807
312.011719 71.364 168.0919
312.377930 71.356 168.1256
312.744141 71.351 168.1741
313.110352 71.350 168.2208
313.476562 71.352 168.2502
313.842773 71.353 168.2575
314.208984 71.352 168.2503
314.575195 71.348 168.2430
314.941406 71.342 168.2474
315.307617 71.337 168.2663
315.673828 71.332 168.2929
316.040039 71.329 168.3169
316.406250 71.327 168.3320
316.772461 71.323 168.3406
317.138672 71.317 168.3514
317.504883 71.311 168.3732
317.871094 71.305 168.4074
318.237305 71.302 168.4468
318.603516 71.300 168.4800
318.969727 71.299 168.4986
319.335938 71.297 168.5038
319.702148 71.293 168.5056
320.068359 71.287 168.5160
320.434570 71.281 168.5406
320.800781 71.277 168.5749
321.166992 71.275 168.6074
321.533203 71.274 168.6276
321.899414 71.272 168.6341
322.265625 71.268 168.6351
322.631836 71.262 168.6428
322.998047 71.256 168.6645
323.364258 71.251 168.6978
323.730469 71.247 168.7332
324.096680 71.245 168.7620
324.462891 71.242 168.7831
324.829102 71.238 168.8030
325.195312 71.234 168.8293
325.561523 71.230 168.8629
325.927734 71.228 168.8964
326.293945 71.227 168.9203
326.660156 71.225 168.9311
327.026367 71.221 168.9357
327.392578 71.216 168.9465
327.758789 71.210 168.9714
328.125000 71.205 169.0067
328.491211 71.203 169.0399
328.857422 71.202 169.0598
329.223633 71.200 169.0660
329.589844 71.197 169.0694
329.956055 71.192 169.0828
330.322266 71.187 169.1099
330.688477 71.185 169.1410
331.054688 71.186 169.1611
331.420898 71.186 169.1621
331.787109 71.184 169.1505
332.153320 71.179 169.1428
332.519531 71.173 169.1534
332.885742 71.168 169.1835
333.251953 71.165 169.2207
333.618164 71.164 169.2498
333.984375 71.164 169.2639
334.350586 71.162 169.2694
334.716797 71.157 169.2800
335.083008 71.153 169.3049
335.449219 71.149 169.3422
335.815430 71.147 169.3806
336.181641 71.146 169.4084
336.547852 71.145 169.4218
336.914062 71.143 169.4272
337.280273 71.137 169.4361
337.646484 71.131 169.4567
338.012695 71.125 169.4897
338.378906 71.121 169.5281
338.745117 71.118 169.5628
339.111328 71.116 169.5883
339.477539 71.113 169.6054
339.843750 71.110 169.6197
340.209961 71.105 169.6369
340.576172 71.101 169.6586
340.942383 71.098 169.6809
341.308594 71.096 169.6978
341.674805 71.093 169.7062
342.041016 71.090 169.7091
342.407227 71.085 169.7147
342.773438 71.079 169.7308
343.139648 71.074 169.7590
343.505859 71.070 169.7934
343.872070 71.068 169.8251
344.238281 71.067 169.8483
344.604492 71.066 169.8649
344.970703 71.063 169.8812
345.336914 71.060 169.9025
345.703125 71.058 169.9276
346.069336 71.057 169.9503
346.435547 71.055 169.9654
346.801758 71.053 169.9729
347.167969 71.050 169.9791
347.534180 71.045 169.9910
347.900391 71.040 170.0115
348.266602 71.035 170.0381
348.632812 71.031 170.0669
348.999023 71.027 170.0957
349.365234 71.025 170.1243
349.731445 71.023 170.1514
350.097656 71.022 170.1713
350.463867 71.021 170.1772
350.830078 71.019 170.1683
351.196289 71.013 170.1543
351.562500 71.005 170.1525
351.928711 70.995 170.1775
352.294922 70.987 170.2294
352.661133 70.984 170.2919
353.027344 70.985 170.3419
353.393555 70.988 170.3645
353.759766 70.989 170.3626
354.125977 70.987 170.3541
354.492188 70.981 170.3585
354.858398 70.975 170.3841
355.224609 70.972 170.4241
355.590820 70.971 170.4633
355.957031 70.971 170.4893
356.323242 70.971 170.5004
356.689453 70.970 170.5037
357.055664 70.966 170.5091
357.421875 70.961 170.5226
357.788086 70.956 170.5450
358.154297 70.952 170.5735
358.520508 70.948 170.6049
358.886719 70.945 170.6371
359.252930 70.942 170.6690
359.619141 70.940 170.6998
359.985352 70.939 170.7285
360.351562 70.937 170.7534
360.717773 70.936 170.7723
361.083984 70.935 170.7836
361.450195 70.933 170.7876
361.816406 70.930 170.7889
362.182617 70.924 170.7958
362.548828 70.918 170.8155
362.915039 70.913 170.8490
363.281250 70.910 170.8879
363.647461 70.909 170.9192
364.013672 70.909 170.9340
364.379883 70.907 170.9352
364.746094 70.903 170.9366
365.112305 70.896 170.9535
365.478516 70.891 170.9909
365.844727 70.888 171.0394
366.210938 70.888 171.0811
366.577148 70.890 171.1027
366.943359 70.890 171.1045
367.309570 70.887 171.1005
367.675781 70.881 171.1078
368.041992 70.875 171.1356
368.408203 70.871 171.1801
368.774414 70.870 171.2279
369.140625 70.871 171.2649
369.506836 70.873 171.2828
369.873047 70.874 171.2819
370.239258 70.873 171.2686
370.605469 70.869 171.2526
370.971680 70.862 171.2450
371.337891 70.853 171.2556
371.704102 70.844 171.2898
372.070312 70.837 171.3440
372.436523 70.835 171.4044
372.802734 70.836 171.4515
373.168945 70.839 171.4694
373.535156 70.840 171.4565
373.901367 70.837 171.4284
374.267578 70.828 171.4109
374.633789 70.817 171.4263
375.000000 70.807 171.4789
375.366211 70.802 171.5520
375.732422 70.803 171.6171
376.098633 70.806 171.6521
376.464844 70.809 171.6546
376.831055 70.808 171.6430
377.197266 70.803 171.6432
377.563477 70.796 171.6705
377.929688 70.793 171.7193
378.295898 70.794 171.7680
378.662109 70.799 171.7943
379.028320 70.803 171.7908
379.394531 70.803 171.7687
379.760742 70.800 171.7485
380.126953 70.795 171.7462
380.493164 70.789 171.7640
380.859375 70.785 171.7928
381.225586 70.783 171.8207
381.591797 70.782 171.8418
381.958008 70.781 171.8572
